external_image_url,origin,table,column,record_id,file,line,current_value,suggested_local_path,is_absolute_url,is_video
https://digitalageexpo.com/files/listing_pages/817601-visualytes.png,code,,,,src/app/glimpse-of-the-show/page.tsx,206,https://digitalageexpo.com/files/listing_pages/817601-visualytes.png,/images/external/listing_pages/817601-visualytes.png,true,false
https://digitalageexpo.com/files/listing_pages/817601-tillu_white.png,code,,,,src/app/glimpse-of-the-show/page.tsx,211,https://digitalageexpo.com/files/listing_pages/817601-tillu_white.png,/images/external/listing_pages/817601-tillu_white.png,true,false
https://digitalageexpo.com/files/listing_pages/818073-209_alternate_logo.png,code,,,,src/app/glimpse-of-the-show/page.tsx,216,https://digitalageexpo.com/files/listing_pages/818073-209_alternate_logo.png,/images/external/listing_pages/818073-209_alternate_logo.png,true,false
https://findusonweb.com/files/listing_pages/Digital Age Expo Intro.mp4,code,,,,src/app/glimpse-of-the-show/page.tsx,253,https://findusonweb.com/files/listing_pages/Digital Age Expo Intro.mp4,/images/external/listing_pages/Digital%20Age%20Expo%20Intro.mp4,true,true
https://findusonweb.com/files/listing_pages/817601-333.jpg,code,,,,src/app/glimpse-of-the-show/page.tsx,257,https://findusonweb.com/files/listing_pages/817601-333.jpg,/images/external/listing_pages/817601-333.jpg,true,false
https://findusonweb.com/files/listing_pages/817601-photob.jpg,code,,,,src/app/glimpse-of-the-show/page.tsx,261,https://findusonweb.com/files/listing_pages/817601-photob.jpg,/images/external/listing_pages/817601-photob.jpg,true,false
https://findusonweb.com/files/listing_pages/817601-newexhibi.png,code,,,,src/app/glimpse-of-the-show/page.tsx,265,https://findusonweb.com/files/listing_pages/817601-newexhibi.png,/images/external/listing_pages/817601-newexhibi.png,true,false
https://digitalageexpo.com/files/lobby/event_45.mp4?revision=aa1e7094c326207fe9f239adf18b25c0,code,,,,src/app/members/(event)/event_lobby_spots/page.tsx,97,https://digitalageexpo.com/files/lobby/event_45.mp4?revision=aa1e7094c326207fe9f239adf18b25c0,/images/external/lobby/event_45.mp4,true,true
https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,code,,,,src/app/our_sponsor/page.tsx,38,https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,/images/external/listing_pages/818073-dae_index_top_banner.jpg,true,false
https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,code,,,,src/app/sponsors/page.tsx,33,https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,/images/external/listing_pages/818073-dae_index_top_banner.jpg,true,false
https://digitalageexpo.com/files/lobby/event_47.mp4?revision=4aa25b9fb8b4163cbe17606b34b74288,code,,,,src/app/virtual-event/[slug]/page.tsx,129,https://digitalageexpo.com/files/lobby/event_47.mp4?revision=4aa25b9fb8b4163cbe17606b34b74288,/images/external/lobby/event_47.mp4,true,true
https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,code,,,,src/app/why-exhibit/page.tsx,66,https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,/images/external/listing_pages/818073-dae_index_top_banner.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,code,,,,src/app/why-exhibit/page.tsx,185,https://apps.digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,/images/external/listing_pages/817601-exhibitor.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature3.jpg,code,,,,src/app/why_join_exhibit/page.tsx,96,https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature3.jpg,/images/external/listing_pages/817601-event_feature3.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature3.jpg,code,,,,src/app/why_join_exhibit/page.tsx,102,https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature3.jpg,/images/external/listing_pages/817601-event_feature3.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature4.jpg,code,,,,src/app/why_join_exhibit/page.tsx,108,https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature4.jpg,/images/external/listing_pages/817601-event_feature4.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature1.jpg,code,,,,src/app/why_join_exhibit/page.tsx,114,https://apps.digitalageexpo.com/files/listing_pages/817601-event_feature1.jpg,/images/external/listing_pages/817601-event_feature1.jpg,true,false
https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,code,,,,src/app/why_join_exhibit/page.tsx,126,https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,/images/external/listing_pages/818073-dae_index_top_banner.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,code,,,,src/app/why_join_exhibit/page.tsx,304,https://apps.digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,/images/external/listing_pages/817601-exhibitor.jpg,true,false
https://apps.digitalageexpo.com/files/listing_pages/818073-exhibition.png,code,,,,src/app/why_join_exhibit/page.tsx,313,https://apps.digitalageexpo.com/files/listing_pages/818073-exhibition.png,/images/external/listing_pages/818073-exhibition.png,true,false
https://digitalageexpo.com/files/lobby/child/event_327.jpg,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,34,https://digitalageexpo.com/files/lobby/child/event_327.jpg,/images/external/lobby/child/event_327.jpg,true,false
https://digitalageexpo.com/files/lobby/child/event_1495.png,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,35,https://digitalageexpo.com/files/lobby/child/event_1495.png,/images/external/lobby/child/event_1495.png,true,false
https://digitalageexpo.com/files/lobby/child/event_1473.png,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,36,https://digitalageexpo.com/files/lobby/child/event_1473.png,/images/external/lobby/child/event_1473.png,true,false
https://digitalageexpo.com/files/lobby/child/event_1496.png,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,37,https://digitalageexpo.com/files/lobby/child/event_1496.png,/images/external/lobby/child/event_1496.png,true,false
https://digitalageexpo.com/files/lobby/child/event_1497.png,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,38,https://digitalageexpo.com/files/lobby/child/event_1497.png,/images/external/lobby/child/event_1497.png,true,false
https://digitalageexpo.com/files/lobby/child/event_1498.png,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,39,https://digitalageexpo.com/files/lobby/child/event_1498.png,/images/external/lobby/child/event_1498.png,true,false
https://digitalageexpo.com/files/lobby/child/event_708.png,code,,,,src/components/exhibitors/ExhibitorInformationForm.tsx,40,https://digitalageexpo.com/files/lobby/child/event_708.png,/images/external/lobby/child/event_708.png,true,false
https://digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,code,,,,src/components/exhibitors/ExhibitorStandSection.tsx,61,https://digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,/images/external/listing_pages/817601-exhibitor.jpg,true,false
https://digitalageexpo.com/files/listing_pages/817601-exhibitor_2.jpg,code,,,,src/components/exhibitors/ExhibitorStandSection.tsx,91,https://digitalageexpo.com/files/listing_pages/817601-exhibitor_2.jpg,/images/external/listing_pages/817601-exhibitor_2.jpg,true,false
https://digitalageexpo.com/files/listing_pages/818073-exhibition.png,code,,,,src/components/exhibitors/ExhibitorStandSection.tsx,113,https://digitalageexpo.com/files/listing_pages/818073-exhibition.png,/images/external/listing_pages/818073-exhibition.png,true,false
https://digitalageexpo.com/files/listing_pages/817601-banner1.jpg,code,,,,src/components/home/AboutEvent.tsx,23,https://digitalageexpo.com/files/listing_pages/817601-banner1.jpg,/images/external/listing_pages/817601-banner1.jpg,true,false
https://digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,code,,,,src/components/home/BookYourStand.tsx,17,https://digitalageexpo.com/files/listing_pages/817601-exhibitor.jpg,/images/external/listing_pages/817601-exhibitor.jpg,true,false
https://digitalageexpo.com/files/listing_pages/817601-exhibitor_2.jpg,code,,,,src/components/home/BookYourStand.tsx,81,https://digitalageexpo.com/files/listing_pages/817601-exhibitor_2.jpg,/images/external/listing_pages/817601-exhibitor_2.jpg,true,false
https://digitalageexpo.com/files/listing_pages/charity_1634042913-wessex.PNG,code,,,,src/components/home/CharityPartners.tsx,13,https://digitalageexpo.com/files/listing_pages/charity_1634042913-wessex.PNG,/images/external/listing_pages/charity_1634042913-wessex.PNG,true,false
https://findusonweb.com/files/listing_pages/817601-05_INTRO_OK-1.mp4,code,,,,src/components/home/EventIntroVideo.tsx,5,https://findusonweb.com/files/listing_pages/817601-05_INTRO_OK-1.mp4,/images/external/listing_pages/817601-05_INTRO_OK-1.mp4,true,true
https://findusonweb.com/files/listing_pages/817601-05_INTRO_OK-1.mp4,code,,,,src/components/home/ExploreEvent.tsx,11,https://findusonweb.com/files/listing_pages/817601-05_INTRO_OK-1.mp4,/images/external/listing_pages/817601-05_INTRO_OK-1.mp4,true,true
https://digitalageexpo.com/images/maxresdefault.jpg,code,,,,src/components/home/GetFreeTicket.tsx,18,https://digitalageexpo.com/images/maxresdefault.jpg,/images/external/site/maxresdefault.jpg,true,false
https://digitalageexpo.com/images/get_ticket.mp4,code,,,,src/components/home/GetFreeTicket.tsx,21,https://digitalageexpo.com/images/get_ticket.mp4,/images/external/site/get_ticket.mp4,true,true
https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,code,,,,src/components/home/HeroSection.tsx,20,https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,/images/external/listing_pages/818073-dae_index_top_banner.jpg,true,false
https://digitalageexpo.com/files/listing_pages/817601-fb_grp_1.png,code,,,,src/components/home/JoinFacebookGroup.tsx,32,https://digitalageexpo.com/files/listing_pages/817601-fb_grp_1.png,/images/external/listing_pages/817601-fb_grp_1.png,true,false
https://digitalageexpo.com/files/listing_pages/817601-fb_grp_2.png,code,,,,src/components/home/JoinFacebookGroup.tsx,33,https://digitalageexpo.com/files/listing_pages/817601-fb_grp_2.png,/images/external/listing_pages/817601-fb_grp_2.png,true,false
https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,code,,,,src/components/home/JoinFacebookGroup.tsx,39,https://digitalageexpo.com/files/listing_pages/818073-dae_index_top_banner.jpg,/images/external/listing_pages/818073-dae_index_top_banner.jpg,true,false
https://digitalageexpo.com/images/croped_hurry.jpg,code,,,,src/components/home/TicketUrgency.tsx,16,https://digitalageexpo.com/images/croped_hurry.jpg,/images/external/site/croped_hurry.jpg,true,false
https://apps.digitalageexpo.com/images/speaker_hall.png,code,,,,src/lib/assets.ts,43,https://apps.digitalageexpo.com/images/speaker_hall.png,/images/external/apps/speaker_hall.png,true,false
https://digitalageexpo.com/files/listing_pages/817601-tillu_white.png,code,,,,scripts/README-image-migration.md,47,https://digitalageexpo.com/files/listing_pages/817601-tillu_white.png,/images/external/listing_pages/817601-tillu_white.png,true,false
https://apps.digitalageexpo.com/images/speaker_hall.png,code,,,,scripts/README-image-migration.md,48,https://apps.digitalageexpo.com/images/speaker_hall.png,/images/external/apps/speaker_hall.png,true,false
https://digitalageexpo.com/images/get_ticket.mp4,code,,,,scripts/README-image-migration.md,49,https://digitalageexpo.com/images/get_ticket.mp4,/images/external/site/get_ticket.mp4,true,true
